ApplicationID,CandidateID,JobID,ApplicationDate,Status,Source,ResumeMatch
A2818,C0394,J007,2024-01-04,Shortlisted,Careers Site,54
A2819,C0395,J032,2024-01-09,Shortlisted,LinkedIn,49
A2820,C0395,J023,2024-05-02,Applied,Careers Site,45
A2821,C0395,J006,2025-05-07,Rejected,Campus,49
A2822,C0395,J021,2025-03-03,Interviewed,LinkedIn,68
A2823,C0395,J024,2025-07-15,Shortlisted,LinkedIn,47
A2824,C0395,J028,2024-03-19,Offered,Job Portal,61
A2825,C0395,J044,2024-07-18,Interviewed,Referral,57
A2826,C0396,J044,2025-01-11,Interviewed,LinkedIn,46
A2827,C0397,J002,2025-04-11,Interviewed,LinkedIn,43
A2828,C0397,J024,2025-04-13,Interviewed,Careers Site,48
A2829,C0397,J017,2024-12-04,Rejected,Referral,59
A2830,C0397,J029,2024-07-27,Rejected,Careers Site,52
A2831,C0397,J013,2024-08-02,Interviewed,Campus,42
A2832,C0397,J030,2024-01-23,Rejected,Referral,53
A2833,C0397,J048,2025-06-30,Rejected,Careers Site,52
A2834,C0398,J044,2024-10-02,Rejected,Careers Site,48
A2835,C0398,J020,2024-05-18,Rejected,LinkedIn,59
A2836,C0398,J045,2025-03-16,Rejected,Job Portal,62
A2837,C0398,J010,2025-07-02,Rejected,Careers Site,84
A2838,C0398,J042,2025-05-31,Interviewed,LinkedIn,42
A2839,C0398,J009,2024-06-30,Rejected,Referral,48
A2840,C0398,J029,2025-01-29,Interviewed,Campus,51
A2841,C0398,J032,2024-10-21,Rejected,LinkedIn,71
A2842,C0399,J020,2024-01-03,Rejected,LinkedIn,48
A2843,C0399,J019,2024-04-24,Shortlisted,Job Portal,37
A2844,C0399,J002,2025-08-03,Interviewed,Referral,31
A2845,C0399,J014,2024-10-24,Interviewed,Job Portal,39
A2846,C0399,J011,2024-01-09,Rejected,Referral,58
A2847,C0399,J013,2024-06-18,Rejected,Referral,45
A2848,C0399,J046,2024-05-31,Interviewed,LinkedIn,55
A2849,C0400,J047,2024-06-28,Applied,Referral,35
A2850,C0400,J022,2025-01-26,Rejected,Campus,30
A2851,C0400,J015,2024-06-27,Rejected,Job Portal,55
A2852,C0400,J008,2025-04-05,Rejected,Campus,48
A2853,C0400,J049,2025-07-05,Rejected,Campus,65
A2854,C0400,J031,2025-04-14,Applied,Job Portal,47
A2855,C0400,J026,2025-08-13,Rejected,LinkedIn,62
A2856,C0400,J038,2024-12-18,Rejected,Referral,81
A2857,C0401,J035,2024-09-24,Rejected,Referral,72
A2858,C0401,J048,2024-09-25,Rejected,Campus,47
A2859,C0402,J050,2024-11-26,Rejected,LinkedIn,55
A2860,C0402,J032,2024-07-16,Applied,LinkedIn,38
A2861,C0402,J042,2024-02-23,Interviewed,Job Portal,60
A2862,C0402,J004,2025-03-03,Interviewed,Job Portal,56
A2863,C0402,J023,2024-06-23,Rejected,Careers Site,66
A2864,C0402,J044,2025-01-25,Rejected,Campus,49
A2865,C0403,J012,2024-06-15,Rejected,LinkedIn,59
A2866,C0403,J003,2025-02-01,Rejected,Job Portal,65
A2867,C0403,J048,2025-04-17,Hired,Careers Site,56
A2868,C0403,J002,2024-04-28,Shortlisted,Job Portal,65
A2869,C0403,J037,2024-09-11,Interviewed,LinkedIn,43
A2870,C0403,J015,2025-04-29,Interviewed,Campus,31
A2871,C0403,J036,2024-11-21,Rejected,Referral,46
A2872,C0404,J011,2024-08-02,Rejected,Job Portal,70
A2873,C0404,J020,2024-09-15,Interviewed,Referral,47
A2874,C0404,J040,2024-06-04,Offered,LinkedIn,47
A2875,C0404,J038,2024-01-31,Rejected,Careers Site,69
A2876,C0404,J022,2024-02-14,Interviewed,Job Portal,55
A2877,C0404,J004,2025-06-21,Applied,Campus,36
A2878,C0404,J028,2024-10-02,Applied,LinkedIn,71
A2879,C0404,J003,2025-08-06,Rejected,Job Portal,43
A2880,C0405,J029,2025-06-10,Hired,Campus,35
A2881,C0405,J012,2024-08-11,Interviewed,Campus,48
A2882,C0405,J028,2025-05-17,Rejected,LinkedIn,62
A2883,C0405,J011,2024-05-20,Rejected,Job Portal,55
A2884,C0405,J007,2025-01-01,Shortlisted,Campus,51
A2885,C0405,J016,2025-01-26,Applied,Referral,40
A2886,C0406,J009,2024-02-17,Interviewed,Job Portal,78
A2887,C0406,J030,2024-05-22,Shortlisted,LinkedIn,44
A2888,C0406,J020,2025-01-06,Rejected,LinkedIn,54
A2889,C0407,J049,2025-05-19,Interviewed,LinkedIn,42
A2890,C0407,J024,2024-11-11,Rejected,Referral,67
A2891,C0407,J028,2025-05-28,Interviewed,Referral,68
A2892,C0407,J017,2025-06-24,Interviewed,LinkedIn,65
A2893,C0407,J009,2025-05-13,Rejected,LinkedIn,77
A2894,C0407,J027,2024-05-11,Interviewed,Campus,45
A2895,C0407,J018,2025-04-30,Applied,Campus,50
A2896,C0407,J020,2024-01-13,Interviewed,Campus,40
A2897,C0408,J047,2025-03-09,Shortlisted,Campus,54
A2898,C0408,J038,2025-03-25,Applied,Job Portal,39
A2899,C0408,J006,2024-01-14,Offered,LinkedIn,53
A2900,C0408,J026,2024-09-23,Interviewed,Referral,69
A2901,C0408,J037,2024-06-14,Interviewed,LinkedIn,57
A2902,C0408,J043,2025-05-15,Rejected,Job Portal,68
A2903,C0408,J011,2025-08-14,Interviewed,Careers Site,42
A2904,C0409,J031,2024-08-14,Applied,Job Portal,51
A2905,C0409,J020,2025-08-07,Rejected,Referral,61
A2906,C0409,J043,2024-08-04,Interviewed,LinkedIn,37
A2907,C0409,J041,2025-02-21,Rejected,Referral,86
A2908,C0409,J007,2024-08-30,Applied,Careers Site,48
A2909,C0409,J011,2025-07-17,Interviewed,Careers Site,59
A2910,C0410,J012,2024-12-08,Interviewed,Campus,42
A2911,C0411,J003,2025-07-08,Offered,Careers Site,53
A2912,C0411,J026,2024-11-23,Rejected,Careers Site,55
A2913,C0411,J014,2025-07-20,Rejected,Careers Site,43
A2914,C0411,J006,2025-06-15,Rejected,Referral,42
A2915,C0411,J050,2024-02-29,Rejected,Referral,61
A2916,C0412,J011,2024-05-09,Interviewed,Campus,54
A2917,C0412,J024,2024-12-13,Rejected,Job Portal,66
A2918,C0412,J037,2024-07-24,Interviewed,Careers Site,61
A2919,C0412,J029,2024-04-19,Applied,LinkedIn,69
A2920,C0412,J023,2025-01-05,Shortlisted,Job Portal,32
A2921,C0412,J003,2024-01-04,Offered,LinkedIn,61
A2922,C0412,J012,2024-06-30,Interviewed,LinkedIn,66
A2923,C0412,J009,2025-04-08,Interviewed,Referral,73
A2924,C0413,J015,2025-04-02,Interviewed,LinkedIn,32
A2925,C0413,J034,2024-09-23,Offered,Careers Site,57
A2926,C0413,J010,2024-12-05,Interviewed,LinkedIn,49
A2927,C0413,J028,2025-08-02,Rejected,Referral,48
A2928,C0413,J025,2025-05-15,Rejected,LinkedIn,30
A2929,C0413,J030,2024-02-25,Rejected,Job Portal,43
A2930,C0413,J029,2024-04-26,Offered,Job Portal,50
A2931,C0414,J050,2024-02-04,Interviewed,Job Portal,32
A2932,C0414,J002,2025-07-21,Interviewed,Referral,81
A2933,C0414,J017,2024-06-12,Interviewed,Campus,59
A2934,C0414,J043,2024-11-22,Applied,Referral,53
A2935,C0414,J031,2025-03-27,Shortlisted,Campus,73
A2936,C0414,J007,2025-01-30,Applied,Referral,65
A2937,C0414,J012,2025-08-15,Rejected,Job Portal,47
A2938,C0415,J029,2024-02-11,Interviewed,Job Portal,43
A2939,C0415,J010,2025-03-20,Interviewed,Job Portal,38
A2940,C0415,J002,2024-05-27,Rejected,Job Portal,58
A2941,C0416,J030,2024-01-14,Offered,Careers Site,62
A2942,C0416,J001,2025-02-11,Rejected,Campus,47
A2943,C0416,J027,2024-10-25,Applied,Job Portal,86
A2944,C0417,J031,2025-08-02,Applied,Careers Site,58
A2945,C0417,J021,2024-06-09,Applied,Referral,62
A2946,C0417,J018,2025-03-21,Rejected,Careers Site,58
A2947,C0417,J048,2024-03-16,Rejected,LinkedIn,43
A2948,C0417,J002,2024-06-24,Applied,Job Portal,48
A2949,C0417,J027,2025-02-06,Interviewed,Referral,69
A2950,C0417,J026,2024-01-26,Shortlisted,Referral,61
A2951,C0418,J006,2024-05-21,Applied,Careers Site,69
A2952,C0418,J026,2025-01-19,Shortlisted,Campus,58
A2953,C0418,J038,2025-04-17,Shortlisted,Referral,67
A2954,C0418,J007,2024-12-14,Interviewed,Referral,42
A2955,C0418,J047,2025-06-24,Rejected,Campus,59
A2956,C0418,J020,2024-11-21,Interviewed,Job Portal,56
A2957,C0418,J004,2024-03-03,Interviewed,Job Portal,60
A2958,C0418,J039,2024-01-21,Rejected,Referral,68
A2959,C0419,J017,2025-06-05,Interviewed,Referral,43
A2960,C0420,J006,2025-07-29,Shortlisted,LinkedIn,50
A2961,C0420,J049,2024-08-25,Rejected,Careers Site,73
A2962,C0420,J024,2025-05-20,Rejected,LinkedIn,52
A2963,C0421,J046,2025-07-22,Applied,Job Portal,70
A2964,C0421,J043,2024-02-05,Rejected,LinkedIn,73
A2965,C0421,J019,2024-03-16,Interviewed,Job Portal,48
A2966,C0421,J023,2024-06-24,Hired,Referral,78
A2967,C0421,J017,2024-02-23,Shortlisted,Careers Site,30
A2968,C0421,J015,2024-07-25,Interviewed,LinkedIn,62
A2969,C0421,J020,2024-10-16,Rejected,Job Portal,61
A2970,C0421,J030,2025-02-06,Applied,Job Portal,71
A2971,C0422,J035,2024-01-04,Shortlisted,LinkedIn,60
A2972,C0422,J005,2025-07-23,Interviewed,Job Portal,67
A2973,C0423,J016,2025-03-16,Rejected,Job Portal,45
A2974,C0423,J040,2025-05-13,Rejected,Referral,74
A2975,C0423,J023,2024-07-11,Shortlisted,Careers Site,48
A2976,C0423,J021,2024-04-06,Rejected,Careers Site,35
A2977,C0423,J033,2025-05-20,Interviewed,Referral,43
A2978,C0423,J005,2024-11-18,Interviewed,Campus,73
A2979,C0424,J017,2024-08-05,Rejected,Referral,57
A2980,C0424,J020,2024-05-06,Hired,Referral,33
A2981,C0424,J024,2025-01-16,Rejected,Referral,58
A2982,C0424,J025,2024-06-28,Rejected,Campus,50
A2983,C0425,J046,2025-08-08,Rejected,Job Portal,74
A2984,C0425,J006,2024-01-04,Rejected,Job Portal,79
A2985,C0425,J045,2025-05-17,Interviewed,Referral,44
A2986,C0425,J010,2025-08-13,Rejected,LinkedIn,48
A2987,C0425,J004,2025-03-24,Applied,Job Portal,54
A2988,C0426,J046,2025-05-01,Shortlisted,Campus,56
A2989,C0426,J048,2024-10-07,Interviewed,Referral,67
A2990,C0426,J004,2024-03-30,Interviewed,Job Portal,59
A2991,C0427,J009,2024-01-02,Applied,Campus,55
A2992,C0427,J037,2024-11-01,Applied,Job Portal,72
A2993,C0427,J020,2024-12-12,Interviewed,LinkedIn,53
A2994,C0428,J035,2025-02-03,Rejected,LinkedIn,48
A2995,C0428,J001,2024-12-05,Rejected,Campus,57
A2996,C0428,J019,2024-10-28,Rejected,Careers Site,60
A2997,C0428,J024,2024-05-25,Rejected,Campus,63
A2998,C0429,J025,2025-05-30,Rejected,Campus,34
A2999,C0430,J023,2025-05-18,Shortlisted,LinkedIn,46
A3000,C0430,J038,2024-04-01,Applied,Campus,65
A3001,C0430,J014,2025-05-02,Interviewed,Careers Site,51
A3002,C0430,J049,2025-03-16,Rejected,LinkedIn,55
A3003,C0430,J028,2024-06-15,Interviewed,Job Portal,42
A3004,C0431,J048,2025-08-04,Rejected,Job Portal,45
A3005,C0432,J004,2024-02-11,Applied,Referral,62
A3006,C0432,J041,2024-11-20,Shortlisted,Referral,74
A3007,C0432,J035,2025-04-18,Interviewed,Job Portal,54
A3008,C0432,J006,2024-01-27,Interviewed,Job Portal,66
A3009,C0433,J002,2024-09-10,Rejected,Campus,43
A3010,C0433,J024,2024-09-18,Rejected,Campus,46
A3011,C0433,J028,2024-11-07,Rejected,LinkedIn,51
A3012,C0433,J033,2024-06-09,Applied,Careers Site,48
A3013,C0433,J038,2025-01-08,Interviewed,Careers Site,60
A3014,C0433,J017,2025-04-16,Interviewed,Referral,32
A3015,C0433,J042,2025-07-25,Shortlisted,Job Portal,73
A3016,C0433,J030,2024-04-07,Rejected,Campus,49
A3017,C0434,J011,2024-10-19,Rejected,Careers Site,57
A3018,C0434,J009,2025-05-12,Applied,Careers Site,54
A3019,C0434,J032,2025-03-31,Rejected,Referral,73
A3020,C0434,J028,2025-03-29,Rejected,Job Portal,51
A3021,C0435,J045,2024-01-02,Offered,Careers Site,66
A3022,C0435,J014,2025-02-08,Interviewed,Campus,52
A3023,C0435,J004,2025-01-07,Applied,Campus,53
A3024,C0435,J044,2024-07-26,Rejected,Campus,44
A3025,C0435,J027,2024-01-16,Interviewed,Job Portal,67
A3026,C0435,J006,2025-07-09,Shortlisted,Job Portal,79
A3027,C0436,J008,2024-03-01,Shortlisted,Referral,31
A3028,C0436,J047,2024-07-22,Offered,Careers Site,39
A3029,C0436,J030,2024-05-30,Rejected,LinkedIn,61
A3030,C0436,J049,2024-08-29,Applied,LinkedIn,56
A3031,C0437,J046,2025-06-11,Rejected,Careers Site,54
A3032,C0437,J010,2025-01-30,Interviewed,Campus,48
A3033,C0437,J001,2024-06-02,Rejected,Campus,76
A3034,C0438,J018,2025-06-22,Rejected,Referral,62
A3035,C0438,J045,2024-07-07,Rejected,Referral,42
A3036,C0438,J032,2024-03-23,Shortlisted,LinkedIn,34
A3037,C0438,J041,2024-01-29,Rejected,LinkedIn,56
A3038,C0438,J027,2024-03-22,Applied,Referral,60
A3039,C0439,J024,2024-06-09,Interviewed,Referral,57
A3040,C0440,J003,2025-03-17,Offered,Careers Site,39
A3041,C0440,J023,2025-06-24,Rejected,Job Portal,44
A3042,C0441,J019,2025-05-09,Shortlisted,Job Portal,74
A3043,C0441,J028,2025-06-17,Rejected,Job Portal,58
A3044,C0441,J031,2024-01-31,Applied,LinkedIn,39
A3045,C0441,J050,2024-10-09,Rejected,Careers Site,51
A3046,C0441,J039,2025-06-19,Interviewed,Referral,44
A3047,C0441,J027,2024-07-05,Applied,Careers Site,45
A3048,C0441,J003,2024-08-22,Rejected,Job Portal,32
A3049,C0441,J023,2025-01-11,Interviewed,Careers Site,31
A3050,C0442,J031,2024-07-20,Applied,Referral,89
A3051,C0442,J045,2024-02-12,Rejected,Campus,68
A3052,C0442,J006,2024-08-13,Rejected,LinkedIn,46
A3053,C0442,J035,2025-05-13,Interviewed,Job Portal,54
A3054,C0443,J013,2024-01-31,Rejected,Campus,48
A3055,C0444,J014,2024-08-17,Shortlisted,Careers Site,56
A3056,C0444,J049,2025-03-15,Rejected,Careers Site,51
A3057,C0444,J011,2025-03-13,Rejected,Job Portal,46
A3058,C0444,J018,2024-07-31,Applied,Job Portal,83
A3059,C0444,J019,2025-01-24,Shortlisted,Referral,56
A3060,C0444,J015,2024-01-04,Offered,Careers Site,45
A3061,C0444,J044,2025-07-08,Rejected,Campus,56
A3062,C0445,J011,2024-05-02,Shortlisted,Job Portal,66
A3063,C0445,J007,2024-05-19,Shortlisted,LinkedIn,53
A3064,C0445,J031,2024-04-11,Offered,Campus,62
A3065,C0445,J032,2025-04-27,Interviewed,LinkedIn,47
A3066,C0445,J009,2025-07-31,Rejected,Job Portal,84
A3067,C0445,J013,2025-07-21,Offered,Campus,50
A3068,C0446,J021,2025-03-07,Interviewed,Job Portal,45
A3069,C0447,J027,2024-07-04,Interviewed,Job Portal,45
A3070,C0447,J038,2025-04-04,Offered,Referral,46
A3071,C0448,J002,2024-11-07,Rejected,Referral,32
A3072,C0448,J023,2025-03-01,Rejected,Job Portal,37
A3073,C0448,J030,2024-10-10,Applied,Careers Site,42
A3074,C0448,J008,2024-09-24,Rejected,Job Portal,46
A3075,C0448,J004,2025-08-08,Applied,Job Portal,43
A3076,C0449,J014,2025-05-20,Rejected,Campus,49
A3077,C0449,J040,2024-09-23,Shortlisted,LinkedIn,56
A3078,C0449,J020,2024-08-20,Offered,Job Portal,49
A3079,C0449,J013,2024-07-25,Rejected,Careers Site,57
A3080,C0449,J036,2025-06-18,Applied,Campus,49
A3081,C0449,J035,2025-06-24,Shortlisted,Job Portal,67
A3082,C0450,J049,2025-01-08,Interviewed,Campus,57
A3083,C0450,J021,2024-10-09,Rejected,LinkedIn,54
A3084,C0450,J017,2025-07-25,Rejected,Careers Site,41
A3085,C0450,J005,2025-01-10,Shortlisted,Careers Site,30
A3086,C0451,J004,2024-07-22,Rejected,Careers Site,32
A3087,C0451,J015,2024-07-28,Shortlisted,Referral,55
A3088,C0451,J010,2025-07-09,Rejected,LinkedIn,44
A3089,C0451,J030,2024-07-28,Rejected,LinkedIn,60
A3090,C0451,J025,2024-02-14,Rejected,Campus,60
A3091,C0451,J020,2024-09-15,Shortlisted,Referral,70
A3092,C0452,J031,2024-04-15,Interviewed,Job Portal,74
A3093,C0452,J045,2024-08-21,Applied,Referral,82
A3094,C0452,J040,2025-08-05,Rejected,Campus,70
A3095,C0452,J039,2024-03-03,Applied,Campus,47
A3096,C0452,J032,2025-01-19,Rejected,Referral,62
A3097,C0453,J035,2025-02-04,Rejected,Campus,83
A3098,C0453,J037,2025-05-18,Applied,Careers Site,61
A3099,C0453,J002,2024-01-20,Rejected,LinkedIn,79
A3100,C0453,J018,2025-02-20,Interviewed,Campus,55
A3101,C0453,J001,2024-12-12,Offered,LinkedIn,30
A3102,C0453,J004,2024-10-11,Applied,Job Portal,49
A3103,C0453,J007,2024-12-31,Rejected,Referral,62
A3104,C0454,J036,2024-06-24,Rejected,Campus,71
A3105,C0454,J048,2024-12-21,Offered,Job Portal,46
A3106,C0454,J045,2024-10-11,Rejected,Job Portal,35
A3107,C0454,J023,2024-09-13,Rejected,Careers Site,42
A3108,C0455,J036,2024-10-13,Interviewed,Campus,44
A3109,C0455,J050,2025-05-12,Applied,Referral,56
A3110,C0455,J001,2024-11-15,Rejected,Job Portal,70
A3111,C0455,J014,2024-05-06,Rejected,Job Portal,61
A3112,C0455,J002,2024-04-05,Rejected,Referral,58
A3113,C0455,J010,2025-03-22,Rejected,Referral,35
A3114,C0455,J037,2024-10-03,Applied,Job Portal,58
A3115,C0455,J020,2024-11-02,Rejected,Careers Site,42
A3116,C0456,J024,2024-12-28,Rejected,Referral,47
A3117,C0457,J044,2024-09-26,Interviewed,Job Portal,60
A3118,C0458,J009,2025-02-28,Rejected,Campus,51
A3119,C0458,J042,2024-11-17,Rejected,Referral,61
A3120,C0458,J043,2025-07-04,Interviewed,Job Portal,52
A3121,C0458,J036,2024-12-15,Interviewed,Referral,61
A3122,C0458,J037,2024-07-25,Rejected,Careers Site,30
A3123,C0458,J041,2024-07-24,Rejected,Careers Site,62
A3124,C0458,J029,2024-03-06,Applied,Campus,46
A3125,C0458,J008,2024-04-02,Rejected,Referral,61
A3126,C0459,J002,2025-04-06,Applied,LinkedIn,69
A3127,C0459,J028,2024-01-02,Rejected,Job Portal,57
A3128,C0459,J010,2024-03-21,Interviewed,Job Portal,59
A3129,C0459,J023,2024-10-11,Applied,Job Portal,45
A3130,C0459,J043,2024-07-19,Interviewed,Referral,42
A3131,C0459,J038,2024-11-03,Rejected,Careers Site,40
A3132,C0459,J005,2025-05-02,Interviewed,Job Portal,32
A3133,C0459,J027,2024-09-16,Rejected,LinkedIn,40
A3134,C0460,J046,2024-05-16,Shortlisted,Referral,42
A3135,C0460,J036,2025-03-15,Shortlisted,LinkedIn,45
A3136,C0460,J014,2024-01-08,Rejected,Careers Site,34
A3137,C0460,J035,2025-02-08,Rejected,Referral,33
A3138,C0460,J016,2024-12-03,Applied,Job Portal,51
A3139,C0461,J007,2024-03-30,Applied,Referral,41
A3140,C0461,J011,2025-03-02,Shortlisted,Campus,44
A3141,C0461,J015,2025-06-18,Rejected,Job Portal,48
A3142,C0461,J043,2025-05-01,Offered,LinkedIn,41
A3143,C0461,J004,2024-02-14,Offered,Referral,46
A3144,C0461,J048,2024-11-11,Interviewed,LinkedIn,55
A3145,C0462,J048,2024-08-08,Interviewed,LinkedIn,58
A3146,C0462,J049,2024-04-29,Interviewed,LinkedIn,40
A3147,C0462,J027,2024-03-31,Shortlisted,Careers Site,35
A3148,C0463,J004,2024-08-02,Interviewed,Job Portal,71
A3149,C0463,J023,2024-04-01,Shortlisted,Referral,31
A3150,C0463,J011,2024-12-02,Applied,Campus,32
A3151,C0464,J009,2024-04-29,Applied,LinkedIn,32
A3152,C0464,J024,2025-08-01,Hired,Referral,59
A3153,C0464,J014,2024-12-16,Rejected,Job Portal,35
A3154,C0464,J003,2024-07-06,Interviewed,Careers Site,43
A3155,C0464,J046,2024-04-06,Interviewed,Referral,30
A3156,C0464,J001,2025-06-26,Interviewed,Job Portal,41
A3157,C0464,J034,2025-04-15,Shortlisted,Referral,75
A3158,C0465,J017,2024-06-14,Applied,Job Portal,72
A3159,C0465,J034,2024-11-28,Rejected,Campus,48
A3160,C0466,J044,2025-08-01,Rejected,Campus,52
A3161,C0466,J046,2025-01-25,Rejected,Referral,55
A3162,C0466,J017,2024-05-18,Interviewed,LinkedIn,71
A3163,C0467,J028,2024-09-08,Offered,Referral,43
A3164,C0467,J048,2024-12-31,Interviewed,LinkedIn,62
A3165,C0467,J040,2024-03-06,Rejected,Careers Site,32
A3166,C0468,J010,2024-12-25,Interviewed,Job Portal,46
A3167,C0468,J047,2025-06-22,Interviewed,Careers Site,45
A3168,C0468,J004,2024-03-08,Interviewed,Careers Site,58
A3169,C0468,J015,2025-01-13,Applied,Campus,58
A3170,C0468,J009,2025-07-22,Rejected,Careers Site,42
A3171,C0468,J042,2024-09-15,Rejected,Job Portal,53
A3172,C0468,J036,2024-03-03,Rejected,Job Portal,50
A3173,C0469,J045,2025-01-06,Hired,Referral,57
A3174,C0469,J037,2025-06-20,Rejected,Referral,76
A3175,C0469,J047,2024-09-07,Applied,Campus,53
A3176,C0469,J020,2025-07-28,Rejected,Campus,30
A3177,C0469,J033,2025-06-21,Interviewed,Referral,53
A3178,C0470,J049,2024-06-16,Shortlisted,Careers Site,68
A3179,C0470,J048,2025-04-24,Rejected,LinkedIn,43
A3180,C0470,J001,2024-09-03,Rejected,Referral,82
A3181,C0470,J028,2024-05-30,Rejected,Job Portal,37
A3182,C0470,J016,2024-08-09,Offered,Referral,32
A3183,C0470,J007,2024-06-05,Interviewed,Campus,52
A3184,C0470,J012,2024-08-21,Interviewed,Referral,55
A3185,C0470,J005,2024-08-06,Rejected,Careers Site,41
A3186,C0471,J008,2025-02-13,Applied,Campus,62
A3187,C0471,J004,2024-05-26,Rejected,LinkedIn,69
A3188,C0471,J025,2025-03-22,Hired,LinkedIn,67
A3189,C0471,J035,2024-11-28,Rejected,LinkedIn,80
A3190,C0471,J024,2024-08-23,Hired,Careers Site,78
A3191,C0471,J043,2024-03-09,Rejected,LinkedIn,38
A3192,C0471,J007,2025-01-22,Interviewed,Referral,74
A3193,C0471,J028,2024-10-14,Interviewed,Referral,62
A3194,C0472,J009,2024-07-13,Rejected,Campus,56
A3195,C0472,J005,2025-08-03,Rejected,Careers Site,61
A3196,C0472,J007,2024-08-08,Offered,LinkedIn,52
A3197,C0472,J043,2025-04-14,Rejected,Careers Site,70
A3198,C0472,J029,2024-05-03,Rejected,Careers Site,61
A3199,C0472,J048,2025-08-01,Applied,LinkedIn,38
A3200,C0473,J035,2024-10-27,Rejected,Job Portal,62
A3201,C0474,J008,2025-08-05,Interviewed,Campus,67
A3202,C0474,J004,2025-08-03,Interviewed,Referral,43
A3203,C0474,J031,2025-07-28,Shortlisted,Job Portal,49
A3204,C0474,J027,2025-02-15,Interviewed,Referral,57
A3205,C0475,J027,2024-08-06,Applied,LinkedIn,45
A3206,C0475,J011,2024-07-14,Rejected,Campus,41
A3207,C0475,J047,2025-01-21,Shortlisted,LinkedIn,50
A3208,C0476,J050,2024-10-16,Rejected,Careers Site,36
A3209,C0476,J040,2024-11-19,Applied,Campus,61
A3210,C0476,J030,2025-06-13,Applied,LinkedIn,56
A3211,C0476,J035,2024-05-27,Rejected,Job Portal,77
A3212,C0476,J042,2025-06-09,Interviewed,Job Portal,40
A3213,C0476,J022,2024-08-19,Interviewed,Campus,59
A3214,C0477,J039,2024-08-31,Rejected,Job Portal,69
A3215,C0478,J047,2024-10-15,Rejected,Careers Site,63
A3216,C0478,J024,2024-12-16,Rejected,Careers Site,82
A3217,C0478,J006,2025-06-03,Interviewed,Referral,48
A3218,C0479,J046,2025-01-02,Offered,Campus,32
A3219,C0479,J022,2025-04-21,Rejected,Referral,49
A3220,C0479,J036,2025-05-03,Hired,Campus,61
A3221,C0479,J031,2025-02-22,Offered,Careers Site,63
A3222,C0480,J040,2024-09-01,Interviewed,Job Portal,44
A3223,C0480,J047,2025-07-11,Rejected,Careers Site,58
A3224,C0480,J001,2025-03-30,Interviewed,Referral,49
A3225,C0480,J026,2025-06-20,Rejected,Campus,49
A3226,C0480,J042,2024-07-07,Applied,Referral,56
A3227,C0480,J044,2025-07-13,Rejected,Campus,44
A3228,C0481,J037,2025-04-20,Rejected,Referral,70
A3229,C0481,J012,2024-05-07,Applied,Careers Site,55
A3230,C0481,J004,2025-08-06,Rejected,Job Portal,81
A3231,C0481,J023,2025-06-11,Interviewed,Job Portal,61
A3232,C0482,J020,2024-04-09,Interviewed,LinkedIn,51
A3233,C0482,J046,2024-04-10,Hired,Careers Site,72
A3234,C0482,J016,2025-01-26,Rejected,Careers Site,50
A3235,C0482,J002,2024-02-19,Applied,Job Portal,54
A3236,C0483,J045,2024-02-02,Interviewed,Careers Site,44
A3237,C0484,J006,2024-06-09,Interviewed,LinkedIn,45
A3238,C0484,J028,2025-03-27,Applied,Job Portal,41
A3239,C0484,J017,2024-06-02,Shortlisted,Careers Site,49
A3240,C0484,J049,2024-11-12,Interviewed,Referral,51
A3241,C0484,J050,2024-02-02,Applied,Campus,35
A3242,C0484,J038,2024-09-13,Offered,Careers Site,62
A3243,C0484,J030,2025-02-15,Shortlisted,Campus,58
A3244,C0484,J029,2024-03-06,Rejected,Job Portal,60
A3245,C0485,J025,2024-12-02,Shortlisted,Referral,69
A3246,C0485,J049,2025-05-13,Offered,Careers Site,38
A3247,C0485,J045,2024-02-24,Interviewed,Referral,55
A3248,C0485,J024,2025-01-03,Applied,Careers Site,37
A3249,C0485,J034,2024-02-09,Rejected,Campus,80
A3250,C0485,J002,2025-05-15,Rejected,Job Portal,78
A3251,C0485,J040,2025-07-13,Rejected,Careers Site,74
A3252,C0486,J047,2024-05-16,Rejected,Job Portal,48
A3253,C0486,J005,2025-01-04,Shortlisted,Job Portal,39
A3254,C0486,J028,2024-11-13,Rejected,LinkedIn,57
A3255,C0486,J029,2024-11-27,Rejected,LinkedIn,61
A3256,C0486,J026,2024-07-15,Rejected,LinkedIn,42
A3257,C0486,J013,2025-02-25,Rejected,Job Portal,68
A3258,C0487,J046,2025-01-09,Applied,Job Portal,48
A3259,C0487,J030,2025-01-10,Interviewed,Job Portal,68
A3260,C0487,J049,2025-03-06,Interviewed,Job Portal,62
A3261,C0487,J037,2025-02-28,Applied,Referral,71
A3262,C0487,J019,2024-07-20,Rejected,Job Portal,54
A3263,C0488,J028,2024-04-29,Interviewed,Job Portal,44
A3264,C0488,J003,2024-05-15,Interviewed,Referral,47
A3265,C0488,J005,2024-11-07,Applied,Careers Site,61
A3266,C0488,J034,2024-05-31,Applied,Job Portal,56
A3267,C0489,J039,2024-04-07,Shortlisted,Campus,46
A3268,C0490,J019,2025-08-05,Interviewed,Campus,56
A3269,C0490,J012,2025-02-13,Shortlisted,LinkedIn,45
A3270,C0490,J001,2024-11-03,Shortlisted,Referral,44
A3271,C0490,J011,2025-05-03,Interviewed,Campus,38
A3272,C0490,J003,2024-12-26,Rejected,LinkedIn,42
